	genitiv_konstruktion	kontext	ID	epoche	Metapher	Metonymie	Name	quelle	w1	w2	1_abs	w1_aro	w1_img	w1_val	w2_abs	w2_aro	w2_img	w2_val	abs_diff	aro_diff	img_diff	val_diff	Titel	supersenser_0	supersenser_1	supersenser_2	supersenser_3	supersenser_4	supersenser_5	supersenser_6	supersenser_7	supersenser_8	supersenser_9
206	Zauber deiner Abendbilder	"###,
Als durch den >>>Zauber deiner Abendbilder<<< ?

„Herr,###"	l00150560.txt	Realismus	1	0	HTML/l00150560.html	simone1	Zauber	Abendbilder	3.004001429911167	5.7919688251611365	4.881380277554509	5.8133089522092725	5.064351804072208	4.704995630762051	5.946833602624768	5.321027984263126	-2.0603503741610414	1.0869731943990857	-1.0654533250702558	0.4922809679461473		0.558558464050293	-2.3096611499786377	3.8722100257873535	-4.046046257019043	3.7527666091918954	22.296611785888672	-1.4550638198852541	-4.4532551765441895	5.442251205444336	5.262151718139648
207	Tau des Glückes	"###;
Ich bin vom >>>Tau des Glückes<<< groß genährt.
Wo###"	l00130066.txt	Realismus	1	0	HTML/l00130066.html	simone1	Tau	Glückes	6.793398671512897	1.766727716536025	7.193824160447726	7.62132990474689	2.851321634688902	5.106925599246392	3.8900921395264514	6.585218117606503	3.942077036823996	-3.340197882710367	3.303732020921275	1.0361117871403884		-12.128145217895508	18.10528564453125	5.5510663986206055	-23.45296669006348	-29.58813095092773	3.019018173217773	6.798304557800293	7.626075267791747	-15.627702713012695	-10.472091674804688
208	Tag des Herren	"### >>>Tag des Herren<<< ,
Der uns ladet###"	l00130206.txt	Realismus	0	0	HTML/l00130206.html	simone1	Tag	Herren	4.612855976460193	3.729816053942172	5.603414004588506	6.865478235499059	5.670899314687032	2.2173741504838818	4.9770476021981205	4.879782064188941	-1.0580433382268364	1.5124419034582903	0.6263664023903877	1.9856961713101189		4.256350040435791	-9.426472663879396	9.487279891967773	8.414144515991211	-11.179422378540039	-0.33312034606933594	-1.6488466262817385	-0.5128910541534424	1.4307769536972046	13.558923721313475
209	Roß des Schicksals	"###Tag zu Tag
Das >>>Roß des Schicksals<<< zähmen.

###"	l0080213.txt	Realismus	1	0	HTML/l0080213.html	simone1	Roß	Schicksals	6.560913588777924	5.435265021770004	6.385895604898978	4.273765290609522	2.7922643253529693	6.817190052482249	4.253478140117202	4.7627521128053605	3.768649263424956	-1.381925030712245	2.132417464781776	-0.4889868221958373		-0.6562037467956543	2.156698942184448	-3.588752269744873	2.3763742446899414	-13.832107543945312	-2.0434939861297607	9.38469123840332	14.04881477355957	-14.49518871307373	-20.82167053222656
210	Glanz der Sonne	"### >>>Glanz der Sonne<<< !
Blasses Himmelblau!###"	l00160077.txt	Realismus	0	0	HTML/l00160077.html	simone1	Glanz	Sonne	3.309594729800273	5.024280671110689	5.3647529224822375	7.1298432965507335	6.56394843117099	3.7711344571546856	8.090457095433193	7.416527500270128	-3.2543537013707176	1.2531462139560023	-2.725704172950956	-0.2866842037193944		7.759779930114746	-20.135347366333008	-13.513737678527832	11.468871116638185	7.364664077758789	4.067424774169922	-1.5483932495117188	-5.412550926208496	10.343517303466797	-18.285533905029297
211	Weisheit dieser Welt	"###Ich hab' seitdem
 >>>Weisheit dieser Welt<<< erworben,
Längst in###"	l00160307.txt	Realismus	0	1	HTML/l00160307.html	simone1	Weisheit	Welt	1.8628798166782496	4.334752154360926	3.4847180203306896	7.345928033838844	3.6404155334646453	5.401138025867566	5.5817929754575815	7.433070054154746	-1.7775357167863954	-1.0663858715066403	-2.097074955126892	-0.08714202031590279		14.625210762023926	-10.858798027038574	0.5336966514587402	-5.123662948608398	5.070310592651367	3.7289550304412837	8.722628593444824	-0.6733212471008301	1.7904167175292969	-5.049399375915527
212	Zunge des Danks	"###
O nimm von bewundernder >>>Zunge des Danks<<< lautjubelnden Gruß!

Dir###"	l00200127.txt	Realismus	0	0	HTML/l00200127.html	simone1	Zunge	Danks	6.012569297066167	5.170920453477653	5.715083077908644	5.049924376337527	4.372619792135346	5.306042332279207	5.706986366749296	6.337741520451479	1.6399495049308217	-0.13512187880155224	0.008096711159348402	-1.2878171441139514		-2.0586256980896	8.47588062286377	-4.18419361114502	-3.019387006759644	-11.245683670043944	29.86789703369141	3.6723670959472656	4.622446060180664	-23.83017921447754	-14.778024673461914
213	Echo der leidenden Zeit	"###sich stahl
Aus unendlichem Weltenweh erdenwärts
In das fühlende, schuldige Menschenherz,
Das nun, ein >>>Echo der leidenden Zeit<<< ,
Die Qual widertönt der Ewigkeit.
O, wie ich sie hasse, die prahlende Kraft,###"	l0090051.txt	Moderne	1	0	HTML/l0090051.html	merten2	Echo	Zeit	4.1642040383959245	5.243547642953799	5.02255626297612	5.619509874301804	2.82088064305681	3.687671460133799	3.599804431726482	7.4582877264726175	1.3433233953391155	1.55587618282	1.422751831249638	-1.838777852170813		-7.599195957183838	4.578851222991943	-9.593938827514648	-23.43286895751953	-0.5378751754760742	15.68204402923584	-9.503579139709473	-6.783978462219237	-15.61788845062256	-5.083136558532715
214	Kalif des Geistes	"###
Wie Wolken des Mondes Pracht
Umwallen auf dem Zelte
Der allbedeckenden Nacht.

Ich bin ein >>>Kalif des Geistes<<< ,
Ein Mehrer des Reichs fürwahr.
Doch ein König ohne Land nur
Im großen Weltbazar.###"	l0070225.txt	Moderne	0	0	HTML/l0070225.html	merten2	Kalif	Geistes	5.00430375320134	5.113416492273575	6.287953922121594	6.477583570824492	2.6465804191310887	5.24862693158411	3.3039811339282066	5.657829890393223	2.35772333407025	-0.13521043931053622	2.9839727881933875	0.81975368043127		-8.079741477966309	9.953197479248047	-8.178772926330566	-8.269491195678711	-5.257097244262695	-6.5824031829833975	6.492191791534424	6.727013111114503	-6.2354798316955575	-4.48101806640625
215	Ernte des goldenen Korns	"### >>>Ernte des goldenen Korns<<< !
O Sichelrauschen durch reife Frucht!
O Segensang des Sensenschwungs!

***

Sonne###"	l0090106.txt	Moderne	0	1	HTML/l0090106.html	merten2	Ernte	Korns	5.33765902864755	3.523579482658419	5.807980652117072	6.140518309554862	7.005114685342345	3.3890100380448764	6.458449398982253	4.98474981918788	-1.6674556566947958	0.1345694446135428	-0.6504687468651795	1.1557684903669836		3.0380859375	8.796985626220703	9.14039421081543	6.061896324157715	2.102607727050781	3.3313589096069336	-6.429435253143311	5.162969589233398	-8.354898452758789	21.1838493347168
216	Baume des Lebens	"### >>>Baume des Lebens<<< ,
Dürste nach einem Tropfen,
Ach, einem Tropfen nur
Des Glücks!

Wolken ziehen###"	l00140225.txt	Moderne	1	0	HTML/l00140225.html	merten2	Baume	Lebens	6.4229268375035975	3.1681332094599064	7.453874052529433	5.966531872140633	3.435271874569213	5.900483069916811	4.9576476597304575	6.295712438714893	2.987654962934384	-2.7323498604569054	2.496226392798976	-0.32918056657425865		12.822104454040527	19.16411018371582	-4.710662364959717	-13.857292175292967	-23.42011642456055	-3.71786904335022	18.31587791442871	-8.31099796295166	-20.95043182373047	-12.853822708129885
217	Mutter der Barmherzigkeit	"### >>>Mutter der Barmherzigkeit<<< ,
Retterin aus Todesnöten,
Halte deinen Fuß bereit,
Schützend vor mich hinzutreten,
Die###"	l00140084.txt	Moderne	0	0	HTML/l00140084.html	merten2	Mutter	Barmherzigkeit	5.888953773278098	4.518415463504206	6.906160163234298	6.204012711761859	2.698173326238456	4.934722919893564	4.77973291903799	5.738029950810077	3.190780447039644	-0.4163074563893572	2.1264272441963072	0.4659827609517819		3.18665099143982	-3.264198303222656	6.158486843109131	3.3987395763397217	-10.20097541809082	1.400520086288452	4.707823753356934	18.934892654418945	-9.937946319580078	-14.948393821716307
218	Strang der Schienen	"###dann starrte ich wohl lange
dem letzten Wagen nach,
bis leer vor mir und einsam
der >>>Strang der Schienen<<< lag!

„Wer auch so könnte fahren
hinaus ins weite Land!“
Mir hat im###"	l0040465.txt	Moderne	0	0	HTML/l0040465.html	merten2	Strang	Schienen	5.406994748741007	3.205168617936732	5.143979534857444	4.8767908809868326	6.403603797336986	3.1418263416115915	6.096423149416636	5.0841449363274815	-0.9966090485959792	0.06334227632514011	-0.9524436145591916	-0.2073540553406472		13.549521446228027	-4.29236364364624	-7.4082603454589835	1.749058961868286	2.92561149597168	3.9484829902648926	12.921598434448242	18.525894165039066	21.49589729309082	-12.999753952026367
219	Chor der Geigen	"###Und weiter scholl der Reigen.
Wie Kinderstimmen schrie es schon,
juchheirassa!
hell aus dem >>>Chor der Geigen<<< .

Das fiel zu Tal und stieg zu Höhn,
die Graugans schwang die Flügel,
und###"	l0040084.txt	Moderne	0	1	HTML/l0040084.html	merten2	Chor	Geigen	5.888563372507246	3.7118866227423566	5.1900835749073035	6.249566416828673	7.040038652531082	3.718946989932096	6.886756511281854	6.346919495609362	-1.1514752800238384	-0.0070603671897400124	-1.696672936374549	-0.09735307878068956		1.9926267862319944	-0.7016391754150391	3.897142171859741	20.44260025024414	5.844316482543945	-14.37832736968994	1.3768678903579712	-2.8012428283691406	7.109096050262451	4.4102325439453125
220	Schritt der blassen Tänzerin	"###und feierlich, als ob sie lauschte,
wie schwer und starr die weiße Seide rauschte
bei jedem >>>Schritt der blassen Tänzerin<<< .
Sie gab nicht acht, daß allgemach verhallten
der Schwestern Stimmen, und sie sah es nicht###"	l0040411.txt	Moderne	0	0	HTML/l0040411.html	merten2	Schritt	Tänzerin	4.6211424803211765	3.967975474770152	5.221440325419164	6.3643578591099415	6.356899745120995	6.212903526280384	7.320201786628177	6.625528485115683	-1.7357572647998198	-2.244928051510232	-2.098761461209014	-0.2611706260057405		-1.7689867019653318	-13.975574493408205	11.916704177856445	10.036033630371094	-2.3227946758270264	15.669061660766602	-23.189706802368164	-10.888261795043944	-20.8310546875	11.588294982910154
221	Himmel meiner Jugend	"###ein weißes Seidenband,
kommt ein Duft von gelben Rosen fernher, fern herüber mir,
liegt der >>>Himmel meiner Jugend<<< wieder offen über mir!

###"	l0040389.txt	Moderne	0	1	HTML/l0040389.html	merten2	Himmel	Jugend	5.533840981146208	4.151729528326452	6.957430116948888	6.853125134340615	4.690317432991788	4.2384740467233035	5.21366798273355	6.451573932362344	0.8435235481544208	-0.08674451839685292	1.7437621342153404	0.4015512019782692		-10.304400444030762	18.801475524902344	-6.5796332359313965	-0.6325011253356934	-11.44544792175293	16.438079833984375	-0.6058731079101562	-2.0691270828247066	-5.124676704406738	10.069908142089844
222	Lärmen der Welt	"### >>>Lärmen der Welt<<< .
Die weißen Häuser leuchten im Sonnenschein,
Der Himmel ist blau und die Luft ist rein;###"	l00170189.txt	Moderne	0	1	HTML/l00170189.html	merten2	Lärmen	Welt	2.804737592229688	7.454144109112711	4.819117874861637	2.466454152904773	3.6404155334646453	5.401138025867566	5.5817929754575815	7.433070054154746	-0.8356779412349575	2.053006083245145	-0.7626751005959456	-4.966615901249974		16.88058090209961	-0.12362790107727052	-12.932064056396484	-8.068225860595701	-8.489766120910645	15.982177734375	0.03894996643066406	3.93967866897583	-0.7845239639282227	0.9581632614135742
223	Eisen seines Rosses	"###
und solchen Blicks, als käme er von weiten
entlegnen Fahrten und von fernen Streiten.
Die >>>Eisen seines Rosses<<< klangen schwer

hinab die kühle Straße der Platanen.
Rings um ihn fielen Rosen, Anemonen
und###"	l0040641.txt	Moderne	0	1	HTML/l0040641.html	merten2	Eisen	Rosses	7.157624926798835	3.6211588213961576	5.9034458845954685	4.938020257725313	5.44017231781448	5.358690895045681	5.414220973118313	4.7345249697137035	1.7174526089843551	-1.7375320736495246	0.4892249114771525	0.2034952880116112		-2.550997734069824	-4.835126876831055	-4.898151397705078	-13.557713508605955	-19.361114501953125	7.507435321807861	-5.043282508850098	2.1525113582611084	-17.66057777404785	-4.6521029472351065
224	Baum der Hohheit	"###, als sprach hier wer: du Thor?
Ja, ragend du auf silbergrauem Stamme,
Du >>>Baum der Hohheit<<< mit dem Trauerflor,

Hoch lohend still in dunkelgrüner Flamme,
Cypresse, du, des ewʼgen Friedens###"	l00110021.txt	Moderne	1	0	HTML/l00110021.html	merten2	Baum	Hohheit	7.840049317398473	2.804545062780792	7.948267674398386	6.97924521721984	3.3003884633017813	5.390599152585163	4.2746535631160665	4.759535039366977	4.539660854096692	-2.586054089804371	3.67361411128232	2.219710177852864		18.154523849487305	23.07579803466797	20.84757232666016	-8.365140914916992	-38.463600158691406	-6.408252716064452	19.337072372436523	5.83434009552002	-28.398929595947266	-10.03195095062256
225	Glas der roten Rosen	"###voll von Licht.
Ich rief den Schlaf. Er neigt sich heute nicht.

So stark im >>>Glas der roten Rosen<<< Duft, —
wie fremdes Leben schwebt er in der Luft.

Was regt sich zitternd da im###"	l0040623.txt	Moderne	?	?	HTML/l0040623.html	merten2	Glas	Rosen	7.7384899512111565	1.9981609805745943	7.5717105550490675	6.423058775384725	7.48584706090326	3.1815459222882705	8.185940221739138	7.327514462111123	0.2526428903078965	-1.183384941713676	-0.6142296666900675	-0.9044556867263988		-22.6456356048584	-11.87932014465332	-22.486286163330078	4.68695068359375	-1.3313846588134766	6.8768672943115225	-23.29973793029785	3.705869436264038	-16.022907257080078	-5.741326332092285
226	Strome des Vergessens	"### >>>Strome des Vergessens<<< sinken, sandte
Der Welterhalter junge Lebensquelle.

Nun fuhr der Tauwind brausend durch die Lande —
###"	l00140006.txt	Moderne	1	0	HTML/l00140006.html	merten2	Strome	Vergessens	4.917480424641751	4.2141335719733295	6.097412947952713	5.166929552568567	3.0047160276720786	4.573613298201592	3.954606332764152	4.472947779873237	1.9127643969696728	-0.35947972622826274	2.142806615188561	0.693981772695329		1.5247130393981934	-2.694463968276977	-7.648329257965088	-11.160993576049805	-15.489730834960938	-2.7399210929870605	-5.608780860900879	11.035360336303713	-16.889572143554688	0.2692394256591797
227	hoffnung eurer engen wüste	"###gebannt

Jezt wieder schmachten muss in grabesluft.
Ein flüchtiger blick in euren gittern zündend
Belebt die >>>hoffnung eurer engen wüste<<< ...
Und bleich und plötzlich küsst ein strahl dein haar.

###"	l00180114.txt	Moderne	1	0	HTML/l00180114.html	merten2	hoffnung	wüste	4.622590587641412	3.652329664925578	4.675027806885618	5.362018883023085	3.948320424983668	6.7471203127324975	4.272172162659944	2.127711935666757	0.6742701626577428	-3.0947906478069185	0.4028556442256743	3.234306947356328		19.003801345825195	2.0574688911437993	4.091812133789063	1.1877622604370115	4.368295669555663	11.785045623779295	-4.063718795776366	0.5488443374633789	8.507814407348633	1.0305471420288086
228	Meldete des Lichts	"###Lange lag die Welt im Wahne,
Keiner hielt empor die Fahne
Jenes Lichtgotts; nur allein
 >>>Meldete des Lichts<<< Gefunkel
In der Weltnacht tiefem Dunkel
Memnons kalter Mund von Stein.

###"	l0070106.txt	Moderne	?	?	HTML/l0070106.html	merten2	Meldete	Lichts	4.6609172902643055	5.839978518640982	3.8079066384952434	3.6835214321581344	4.997044227592527	5.04553942826091	6.164720897705473	6.950613836145711	-0.3361269373282214	0.7944390903800738	-2.356814259210228	-3.267092403987576		9.32547378540039	-12.465677261352539	-2.03985595703125	4.785130023956299	18.99484062194824	-23.402721405029297	-10.591629981994627	6.962737083435059	-10.028801918029783	2.5147593021392822
229	Hände meiner lieben Frau	"###spielenden Übermuts.
Doch immer wieder irrte mein Blick ins Leere ab:
Ich sah und fühlte die >>>Hände meiner lieben Frau<<< ,
Die weich und still in ruhender Güte sich nach mir
Hersehnen aus der Ferne — deine Hände###"	l0030161.txt	Moderne	0	0	HTML/l0030161.html	merten2	Hände	Frau	6.1400678254137455	3.8702896270001883	6.764855210016906	6.521589626579432	6.479941398952281	5.079212649265097	7.529828382037206	6.226880299389036	-0.339873573538533	-1.2089230222649086	-0.7649731720202997	0.29470932719039666		5.045256614685059	10.294583320617676	-2.598871946334839	-10.743208885192873	-2.2685871124267583	34.06221389770508	-2.211097717285156	-5.493014335632324	-10.788020133972168	-5.462240219116211
230	Schauer der Gründe	"###Dunkel herab?

In des Dämmers feinen Gebrochenheiten
Werden ferne Küsten und Märchen lebendig,
Aber auch >>>Schauer der Gründe<<< wittern darin...

Und meiner Arbeit versagt schon die Neige des Lichtes;
Zwischen zwei Welten zieht sich###"	l0060037.txt	Moderne	1	0	HTML/l0060037.html	merten2	Schauer	Gründe	5.022152975691574	4.384531107357022	6.3184186176942845	5.703730523763287	2.51425874010962	4.32447216600483	3.5155063571770686	3.8880617903507435	2.5078942355819542	0.06005894135219059	2.8029122605172163	1.8156687334125443		-5.1140403747558585	22.14801025390625	0.05352926254272461	1.443621277809143	-18.803586959838867	4.76335334777832	19.116071701049805	-6.874403953552246	-0.5494174957275391	2.42545223236084
231	Wohl mancher Wandrer	"###Lied zu singen, das wie Heimweh war,
und lieblich gleich dem Mondlicht rings im Land.
 >>>Wohl mancher Wandrer<<< an dem Ufer, der
es hörte, manches späte Liebespaar,
das einsam seine glücklichsten Pfade ging###"	l0040039.txt	Moderne	?	?	HTML/l0040039.html	merten2	Wohl	Wandrer	2.075917563358261	4.5641514850603615	3.4883127396811995	6.6534099453947935	5.8255543467305815	2.585447720702414	5.845283014463372	4.734111471400509	-3.7496367833723214	1.9787037643579457	-2.3569702747821726	1.9192984739942842		1.3133745193481443	-22.336292266845703	-5.5216064453125	12.62490177154541	1.539348602294922	0.7821939587593079	-3.5013744831085205	-11.629768371582033	4.561995029449463	10.44058609008789
232	Alpe der Vergangenheit	"###mehr.
Des Herzens Flammen allgemach versprühen

Dein Bild nur leuchtet wie ein letzter Funken
Von höchster >>>Alpe der Vergangenheit<<< ,
Bis auch dies Alpenglühen matt versunken
Tief in den Schluchten der Vergessenheit.
Gelassen reit'###"	l0070221.txt	Moderne	1	0	HTML/l0070221.html	merten2	Alpe	Vergangenheit	4.703168226156372	3.009754010630345	5.7607449235549115	5.86302501044664	2.9888127338107937	4.274020996079481	2.9163674625688736	5.195999492733256	1.7143554923455768	-1.2642669854491362	2.844377460986037	0.6670255177133848		-6.312537670135497	17.85738182067871	-26.079532623291016	-19.549694061279297	-18.84548568725586	0.5883827209472656	7.124434471130371	-14.859138488769533	-29.11290740966797	-6.3839683532714835
233	Gruß der großen Dioskuren	"###' ich den bedrängten Blick nach oben,
Das bloße Schauen stärkte mein Gesicht.

Denn wie ein >>>Gruß der großen Dioskuren<<< ,
War es vom Firmament herabgeweht,
Und alle Fülle Eurer Lichtnaturen
Ergoß sich in mein irdisches###"	l0060041.txt	Moderne	0	0	HTML/l0060041.html	merten2	Gruß	Dioskuren	4.141928098607819	4.0775942532544605	5.138664552058783	6.947051832119743	6.2745872939370635	3.630830450965529	6.284346033912339	5.753498099586341	-2.1326591953292446	0.446763802288932	-1.145681481853556	1.1935537325334007		23.02494812011719	0.7024149894714355	-12.202747344970705	-6.0707664489746085	-8.380568504333496	1.8981645107269287	-4.591974258422852	-4.504638671875	0.2369861602783203	11.33942985534668
234	Schrei der Schlacht	"###,
meinen Söhnen und mir versagten Gebet und Blut,
meine Söhne und ich, wir standen im >>>Schrei der Schlacht<<< 
— und tausend Erschlagene fielen in einer Nacht!“

Da sprach eine Stimme und sprach nicht dort###"	l0040449.txt	Moderne	0	1	HTML/l0040449.html	merten2	Schrei	Schlacht	4.5512293991415005	8.223000367148831	5.28606819092042	3.7180290086616488	5.197258144486595	7.484219040673349	6.410448676134562	3.7524239493400615	-0.6460287453450944	0.7387813264754843	-1.1243804852141421	-0.034394940678412755		18.28976249694824	-4.655831813812256	-9.504472732543944	-9.045269012451172	-9.334702491760254	9.323570251464844	6.118592739105225	-10.379342079162598	21.390647888183594	-12.0001220703125
235	Strahl des Griechenthums	"###Ruhms,
Wie ein Zug, ein alltagsscheuer,
Wie ein heiliger, ein neuer,
Hoher >>>Strahl des Griechenthums<<< !

###"	l00110049.txt	Moderne	1	0	HTML/l00110049.html	merten2	Strahl	Griechenthums	5.334076801972136	4.0794924744199035	6.190538789087922	6.1285494895644685	3.3674362694396343	4.5938375867444226	3.3808104904679626	4.19804316570989	1.9666405325325025	-0.5143451123245191	2.8097282986199588	1.9305063238545803		9.863247871398926	22.50558090209961	1.0486891269683838	2.36217737197876	-32.67244338989258	22.936153411865234	-17.087818145751953	4.1974830627441415	-5.7362403869628915	-6.290812969207764
236	Seele meines Weibes	"### >>>Seele meines Weibes<<< , wie zartes Silber bist du.
Zwei flinke Fittiche weißer Möwen
Deine beiden Füße.
Und###"	l0030192.txt	Moderne	0	0	HTML/l0030192.html	merten2	Seele	Weibes	3.03639360465514	5.1937678586475045	4.499217007077246	6.46198896301751	4.0665948292861325	6.342105495924892	5.5564771265278745	4.617209354948823	-1.0302012246309924	-1.148337637277387	-1.0572601194506293	1.844779608068687		12.951059341430664	7.2414703369140625	-4.845808506011963	10.755661010742188	-6.9845829010009775	8.974008560180664	-3.4964637756347656	-8.933226585388184	7.1801395416259775	3.0493996143341064
237	Entwöhner aller Schmerzen	"###auf der Heide,
dem ärmsten Haupt, für das kein Heimblick war!

O heiliger Schlaf, >>>Entwöhner aller Schmerzen<<< ,
wenn einst verlöschen unsre Pilgerkerzen:
Du lösest, weiß ich, auch aus jener Nacht

###"	l0040201.txt	Moderne	1	0	HTML/l0040201.html	merten2	Entwöhner	Schmerzen	4.443478193727119	4.35179282756339	4.643823151567372	5.01050278506175	4.29919306160315	7.402203801435956	5.190957048284184	2.8549666482713136	0.14428513212396865	-3.0504109738725664	-0.5471338967168107	2.155536136790436		-3.015733242034912	-2.4616374969482417	8.111933708190918	-8.833715438842773	8.792779922485353	-19.86957359313965	3.3770904541015625	5.821280002593994	-0.11801862716674805	1.239497184753418
238	Herz der alten Erde	"###wie dumpfe Drohung, die verhalten dröhnt,
bevor sie ausholt zum Cyklopenschlage! —
Hörst du das >>>Herz der alten Erde<<< klopfen?
Ein Meergebrüll durchläuft den dunklen Raum.
Und warm und drängend fallen schwere Tropfen:
###"	l0040604.txt	Moderne	1	0	HTML/l0040604.html	merten2	Herz	Erde	4.654814461641137	5.449432168642244	5.795321722899603	7.725293433601742	5.434402261441059	4.20436731220394	6.02848865480091	6.08287299103277	-0.7795877997999234	1.2450648564383044	-0.2331669319013088	1.642420442568972		28.367149353027344	7.366114616394043	-13.0099458694458	6.414794445037843	16.584915161132812	10.159975051879883	2.719823122024536	7.495406627655028	6.9730072021484375	-9.559602737426758
239	Herzen der Armen	"###Menschheit verkettet,
Jedes Lied, das ich singe,
Wie Thau laß es fallen
Auf die >>>Herzen der Armen<<< ,
Der Sünder und Buhlen —
Dann finde ich Frieden.

###"	l0070132.txt	Moderne	0	1	HTML/l0070132.html	merten2	Herzen	Armen	4.483773605450931	5.613769888481823	5.428721689454997	7.416913536767192	4.760309751150084	5.354651850380487	5.686211204668817	5.1115372308963485	-0.2765361456991515	0.2591180381013354	-0.2574895152138188	2.3053763058708414		3.923106670379639	8.135663986206055	-0.6024551391601562	4.790151596069336	-0.7753472328186035	0.19124126434326166	2.984092235565185	5.420578956604004	7.029837608337402	-3.673967123031616
240	Tag der Freude	"### >>>Tag der Freude<<< ! Jubelnd klang
zum Saal empor der Mägde Festgesang,
und himmelsrein das Lied der Harfe scholl.###"	l0040027.txt	Moderne	0	0	HTML/l0040027.html	merten2	Tag	Freude	4.612855976460193	3.729816053942172	5.603414004588506	6.865478235499059	1.8897763862373684	6.546302766431372	4.397684960548906	8.271706054415139	2.7230795902228255	-2.8164867124891995	1.2057290440396002	-1.4062278189160802		-2.8644504547119136	-3.836748361587525	19.58072662353516	6.32786226272583	-18.28873062133789	-19.4375	-2.4498696327209477	10.3123779296875	-10.415691375732422	-9.656780242919922
241	Gold der lieben Sterne	"###schweigend und ernst nur ich,
dem du die leichte Hand in den Arm gelegt...
O fernes >>>Gold der lieben Sterne<<< —
goldene Locken an meiner Schulter!

###"	l00170103.txt	Moderne	1	0	HTML/l00170103.html	merten2	Gold	Sterne	6.107046732629782	4.5464900256164285	6.26131789160165	6.285526368107079	5.926924351409697	4.711246327040168	7.5093544461109625	6.0888144021579125	0.18012238122008384	-0.16475630142373898	-1.2480365545093104	0.1967119659491665		5.0588698387146	-11.071727752685547	-6.897881507873535	-8.619693756103517	4.65675163269043	-3.2651631832122803	6.487940788269043	-4.626076698303223	-21.760984420776367	-0.8034986257553101
242	Sichel des verfallnen Mondes	"###
Da färbt sich die Colonna Morgenrot,
die Schwalben werden wach — und schon verblaßt
die letzte >>>Sichel des verfallnen Mondes<<< .

###"	l0040244.txt	Moderne	1	0	HTML/l0040244.html	merten2	Sichel	Mondes	7.523926716365201	4.298545447226627	7.2655612476907825	4.290233918141067	5.849407398493718	4.529712660594456	6.5012944434490025	5.736195541420879	1.6745193178714832	-0.2311672133678284	0.7642668042417773	-1.4459616232798131		17.458654403686527	9.314996719360352	-4.242814540863037	-2.610090970993042	1.194650411605835	-5.929461479187013	-2.7100484371185303	-1.6757144927978516	-10.499246597290039	-28.610820770263672
243	Wolken der Ferne	"###Schwäne im niedern Fluge, langgestreckt
vorüberziehen, den dunklen Weihern zu;
wenn über den leicht hinschwimmenden >>>Wolken der Ferne<<< 
der große Palast der Nacht sich baut
und aus klaren Fenstern grüßet die Freude der Seligen; —###"	l0040469.txt	Moderne	1	0	HTML/l0040469.html	merten2	Wolken	Ferne	6.5603099599261565	3.486647427222793	7.442423189096456	5.924660745079796	3.8048723634715813	4.220079671954226	4.851588823355859	5.546632220012042	2.755437596454575	-0.7334322447314325	2.5908343657405988	0.3780285250677533		-9.390926361083984	-0.24643898010253906	-0.4367947578430176	-14.641273498535154	-8.25322151184082	8.671086311340332	4.215240001678467	1.7448716163635254	-16.009654998779293	4.975921630859375
244	Wellen der Berge	"###junge Bläue
Öffnet den goldenen Blick und segnet die dunstige Erde.
Und du gleitest gelind über die >>>Wellen der Berge<<< ,
Über das tauige Tal; da erwacht erschauerndes Freuen.
Und du küssest das träumende Leben,###"	l00140174.txt	Moderne	1	0	HTML/l00140174.html	merten2	Wellen	Berge	5.932062634362713	4.64470573819213	6.369330100463989	6.01636047821304	6.3142726588746765	3.4960539483449757	8.04903937239061	6.3833177711619165	-0.3822100245119629	1.1486517898471549	-1.679709271926621	-0.3669572929488752		1.9081287384033203	-5.1389570236206055	13.957202911376953	-5.507505416870117	-0.21991443634033206	22.33658218383789	-9.506736755371094	-0.940517783164978	6.324523448944093	-4.0706191062927255
245	Königslied der großen Ungekrönten	"###,
damit Natur und Menschheit sie umklingen.

Es ist das tiefe Lied der Einsamkeit,
das >>>Königslied der großen Ungekrönten<<< ,
das Klagelied der würdelosen Zeit,
das Trutzlied aller nur mit sich Versöhnten,
und ist###"	l00170171.txt	Moderne	1	0	HTML/l00170171.html	merten2	Königslied	Ungekrönten	5.033698792690942	4.070536021709977	4.93315951518922	6.627114450994747	3.945161288917674	4.783899589394187	5.7994088528704735	5.360001799139024	1.0885375037732659	-0.7133635676842109	-0.8662493376812535	1.2671126518557232		11.803903579711914	2.885303497314453	6.269778728485107	-8.882328033447266	-3.7117204666137695	-2.5628232955932617	-5.299844741821289	-9.817506790161133	17.662555694580078	-5.892075061798097
246	Gott des ewigen Lebens	"###Traum
noch immer fort in Zeit und Raum,
und ewig hängt am Kreuz vergebens
der tote >>>Gott des ewigen Lebens<<< .

***

(Nach einem italienischen Madrigal)

Auf einer Wiese sah ich holde Frauen###"	l0040221.txt	Moderne	0	0	HTML/l0040221.html	merten2	Gott	Lebens	3.144261280064649	5.235902685956815	4.407279857580376	5.648146399977881	3.435271874569213	5.900483069916811	4.9576476597304575	6.295712438714893	-0.29101059450456424	-0.6645803839599962	-0.5503678021500802	-0.6475660387370104		3.933818817138672	0.20383501052856445	-2.309424877166748	-5.891501903533936	-2.3825597763061523	-0.995144248008728	4.96221399307251	4.399760246276856	-1.4628963470458984	-6.992969512939452
